tweetid	text
4260	#PJenVIVO Gob @HCapriles Muchas cosas pasaron en este proceso, tuvimos una campaña frente a condiciones desiguales
4261	#AunHayUnCamino @hcapriles en vivo por @globovision
4262	Viendo a mi flaquito @hcapriles
4263	Sí comenté en una entrevista que aquí hizo falta más campaña sin mí pero se hizo todo para ganar @hcapriles
4264	@hcapriles de gobernador a presidente de más de 6 millones y pronto de toda Venezuela .. SI SE PUEDE NO HAY QUE RENDIRNOS ESTAMOS CONTIGO 💙
4265	Sí comenté en una entrevista que aquí hizo falta más campaña sin mí pero se hizo todo para ganar @hcapriles
4266	Vuelvo a ver a mi flaco☺ @hcapriles. @globovision
4267	Yo asumo la responsabilidad de lo que me toca. No se trata de señalar. Hemos estado en la construcción de una alternativa, @hcapriles
4268	@VVperiodistas con @hcapriles el Raiting de los canales aumenta. No quiero imaginarme el Raiting de los canales con la #LeyResorte del cable
4269	Sí comenté en una entrevista que aquí hizo falta más campaña sin mí pero se hizo todo para ganar @hcapriles
4270	Yo asumo la responsabilidad de lo que me toca. No se trata de señalar. Hemos estado en la construcción de una alternativa, @hcapriles
4271	Yo hice un campaña para ganar @hcapriles
4272	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/yrnWzyvJ
4273	después de las elecciones veo a @hcapriles por Globovisión y sigue el stand up comedy...
4274	JAJAJAJA csm “@ErikDLV: #CuandoEstoyEbrio El hombre más feo, lo veo como a @hcapriles”
4275	@hcapriles MI FLACO ESTAS HERMOSO, no me canso de verte.
4276	@alociudadano_gv @hcapriles tu campaña fue magistral eso no esta enduda! Hay que seguir trabajando para lograr la presidencia. Hay un camino
4277	@hcapriles en @Globovision, en este momento
4278	Se hizo todo para ganar y ganamos las ciudades más importantes de nuestra país @hcapriles
4279	Creo que muchas cosas pasaron en este proceso. Creo que fue lidiar con una campaña negativa del gobierno, desigual, @hcapriles
4280	#PJenVIVO Gob @HCapriles Hubiese querido tener más tiempo para hacer campaña y hubiese querido tener condiciones iguales
4281	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4282	El ciudadano fundiendo a @hcapriles !! Como tiene q seeeer!!!
4283	@hcapriles en @Globovision, en este momento
4284	yo el sábado en la noche me sentía con nuevo presidente @hcapriles
4285	Se hizo todo para ganar y ganamos las ciudades más importantes de nuestra país @hcapriles
4286	@hcapriles en Globovision :(
4287	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4288	@hcapriles no quieres ser gobernador del Edo. Bolivar? Porfavoooor!
4289	@hcapriles da a entender q lo derrotó la maquinaría oficialista. Era una contienda cabeza a cabeza hasta las 5 pm.
4290	Creo que muchas cosas pasaron en este proceso. Fue una campaña muy desigual @hcapriles
4291	Me vas a hacer llorarrr @hcapriles
4292	Yo asumo la responsabilidad de lo que me toca. No se trata de señalar. Hemos estado en la construcción de una alternativa, @hcapriles
4293	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4294	@florcatherine: Es que habla tan lindooooo....! ♥ @hcapriles ay! Siiiii !
4295	@pppenaloza lo más bajo que hizo Chávez fue aprovecharse de las necesidades del pueblo para amenazarlos si no votaban por EL @hcapriles
4296	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4297	Podemos llevar nuestros testigos pero si fallan, o los sacan de un centro, eso afecta el resultado @hcapriles
4298	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4299	@JBtancourt01 nada de luto ya estamos re activados mi niño, yo aqui viendo a @hcapriles. por TV.. Un abrazo de oso para ti
4300	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4301	Podemos llevar nuestros testigos pero si fallan, o los sacan de un centro, eso afecta el resultado @hcapriles
4302	Una cosa es cuando vamos al proceso electoral, y otra cosa es el desarrollo del proceso. Estamos sacando aprendizajes de éste, @hcapriles
4303	@hcapriles Que bello flaco♥, eres increíble!
4304	@hcapriles esta auditando a los TESTIGOS pero no dice nada de las Actas que les pidio @votolimpio y @esdata
4305	Podemos llevar nuestros testigos pero si fallan, o los sacan de un centro, eso afecta el resultado @hcapriles
4306	@hcapriles en @Globovision, en este momento
4307	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4308	Mi lider, en vivo por globovisión @hcapriles
4309	@MariaCorinaYA HEYYYYY, YO NO ESTOY DEFRAUDADA, YO ESTOY FELIZ!! VOTE X @chavezcandanga CORAZON DE MI PATRIA!!! @jorgerpsuv @dcabellor
4310	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos, y esa expresión del pueblo se respeta @hcapriles
4311	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos @hcapriles
4312	Nuestro candidato a la Gobernación de Miranda @hcapriles está por @Globovision hablando con @elcitizen
4313	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4314	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos @hcapriles
4315	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4316	@hcapriles #EnVivo por @globovision seguimos contigo!!! ♥
4317	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos, y esa expresión del pueblo se respeta @hcapriles
4318	Estamos revisando centro por centro para ver cuáles fueron las fallas, dónde ocurrieron @hcapriles
4319	Hice una campaña para ganar. Mi campaña no fue la negación. Cualquiera tiene el derecho de hacer la lectura que desee, @hcapriles
4320	Podemos llevar nuestros testigos pero si fallan, o los sacan de un centro, eso afecta el resultado @hcapriles
4321	Estamos revisando centro por centro para ver cuáles fueron las fallas, dónde ocurrieron @hcapriles
4322	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos @hcapriles
4323	@hcapriles da a entender q en muchas mesas se perdió por falta de testigos de la oposición.
4324	@hcapriles : Hasta las 4 de la tarde estábamos cabeza a cabeza y luego el Gob. usó la maquinaria que nosotros no tenemos.
4325	Lo peor que podemos hacer es entregarle nuestro derecho a una sola opción, es por eso que hay que votar @hcapriles
4326	#PJenVIVO Gob @HCapriles Quiero dejar claro que aquí no hubo un proceso de negociación o de venta
4327	Pueden ver a @hcapriles por @globovision
4328	Tú pierdes y te pones más hermoso @hcapriles
4329	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4330	@hcapriles somos el 45% del pais. Estamos derrotados!!!! Con este señor. Yo ni loco boto mi voto por este señor.
4331	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4332	Que broma con la derrota mal manejada. Ya @hcapriles dejó de tener cara de liderazgo y esperanza nacional
4333	Lo peor que nosotros podemos hacer es entregar nuestro derecho (al voto). No podemos cometer otro suicidio político, @hcapriles
4334	Te veo en aló ciudadano y todavia me pregunto: COMO ES QUE NO ERES PRESIDENTE DE VENEZUELA? @hcapriles
4335	@hcapriles da a entender q en muchas mesas se perdió por falta de testigos de la oposición.
4336	Lo peor que nosotros podemos hacer es entregar nuestro derecho (al voto). No podemos cometer otro suicidio político, @hcapriles
4337	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4338	Lo peor que nosotros podemos hacer es entregar nuestro derecho (al voto). No podemos cometer otro suicidio político, @hcapriles
4339	Dejen la llorantina..ponganse la vida por delante...sigamos con @hcapriles #HayUnCamino . Tenemos tanto para dar y recibir!
4340	#PJenVIVO Gob @HCapriles Hoy representamos al 45% de la población, así que tenemos que seguir fortaleciendo este camino
4341	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4342	Saaaaacaselo @Alessa_09: Mira @hcapriles te cuento que tengo el despecho electoral crudito!!!
4343	Aquí no hubo un proceso de negociación ni de venta. Hubo un candidato que sacó más votos lo dijo @hcapriles
4344	Lo que no podemos hacer nunca es rendirnos @hcapriles
4345	#PJenVIVO Gob @HCapriles Hoy representamos al 45% de la población, así que tenemos que seguir fortaleciendo este camino
4346	Lo que no podemos hacer nunca es rendirnos @hcapriles
4347	@hayaly1 @hcapriles confiamos ,confiaremos y seguiremos confiando en ti ya trazaste el camino por ti Venezuela
4348	Hay centros donde tenemos cero votos y eso es un descuido, no trampa de una máquina @hcapriles
4349	Lo que no podemos hacer nunca es rendirnos @hcapriles
4350	Que canal es ese? @MariliRivasM: En este momento @hcapriles en @Globovicion!! Flaco Bello! Aun no lo supero☹
4351	@hcapriles @elcitizen digan q hubieron personas amenazadas a punta de pistola! Para ir a votar y votar por chavez!
4352	Lo que no podemos hacer nunca es rendirnos @hcapriles
4353	No hay transparencia ni confiabilidad con el CNE, es y seguirá siendo un circulo vicioso con este gobierno @hcapriles
4354	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4355	Lo que no podemos hacer nunca es rendirnos @hcapriles
4356	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4357	@hcapriles @globovision Seguimos confiando en que hay un camino de Progreso y Honestidad ! Fui Testigo en NE ! Ganamos !
4358	Que nadie sienta que vengo a excusarme. Asumo mi responsabilidad. Nunca nos rendiremos @hcapriles
4359	Lo que no podemos hacer nunca es rendirnos @hcapriles
4360	@hcapriles Lo que no podemos hacer nunca es rendirnos
4361	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4362	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4363	Mi campaña no fue la negación. Se perdió un juego pero aquí no podemos rendirnos @hcapriles
4364	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4365	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4366	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4367	Lo peor que podemos hacer es entregarle nuestro derecho a una sola opción, es por eso que hay que votar @hcapriles
4368	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4369	@dcabellor @chavezcandanga No queremos más funcionarios ineptos e individualistas en las Instituciones @ISMENIApsuv @ISISpsuv @Mpcomunas
4370	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4371	Que bello @hcapriles en @globovision  :3
4372	Lo peor que podemos hacer es entregarle nuestro derecho a una sola opción, es por eso que hay que votar @hcapriles
4373	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4374	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4375	Shiii :)) RT @ChriisGrace: Mi flaquito @hcapriles ya está mas respuestico.
4376	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4377	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4378	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4379	No quiero que alguien sienta que uno viene a excusarse. Lo que no podemos hacer nunca es rendirnos, @hcapriles
4380	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4381	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4382	Lo que no podemos hacer nunca es rendirnos @hcapriles
4383	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4384	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4385	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4386	Yo no soy una persona conservadora, yo arriesgo y siempre voy a arriesgar con un objetivo: servir a los demás @hcapriles
4387	Crecimos más de 2millones y medio de votos en relación a la última elección presidencial @hcapriles
4388	No hay que bajar la guardia lo dijo @hcapriles.
4389	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4390	Lo que no podemos hacer nunca es rendirnos @hcapriles
4391	@hcapriles en @globovision
4392	@olucien @hcapriles @globovision seria grave  el 16D  y perderíamos lo que hemos logrado
4393	No quiero que alguien sienta que uno viene a excusarse. Lo que no podemos hacer nunca es rendirnos, @hcapriles
4394	He construido desde Miranda un camino. Yo soy ahora gobernador y quiero seguir profundizando ese camino @hcapriles
4395	@hcapriles y ganaste, no estas solo..!! Tienes mas de 6 millones, eres nuestro lider..!! RT @globovision: ... http://t.co/xYcULp2k
4396	Siempre voy a arriesgar con un objetivo: servir a nuestro pueblo. Seguiré mostrando cómo se puede hacer política de otra forma, @hcapriles
4397	Ese el hermano mongolico de Globovision? RT @MariliRivasM: En este momento @hcapriles en @Globovicion!! Flaco Bello! Aun no lo supero☹
4398	Sí comenté en una entrevista que aquí hizo falta más campaña sin mí pero se hizo todo para ganar @hcapriles
4399	Nosotros construimos una opción sobre la base de invitar al país a construir un Mejor País. @hcapriles
4400	Uy pero @hcapriles tu si estás bonitico :$$
4401	Ok @hcapriles tiene una mirada demasiado sexy *.*
4402	#PJenVIVO Gob @HCapriles La nueva forma de hacer política es lo que hacemos en #Miranda: servir a los demás desinteresadamente
4403	Lo peor que podemos hacer es entregarle nuestro derecho a una sola opción, es por eso que hay que votar @hcapriles
4404	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4405	#PJenVIVO Gob @HCapriles No soy una persona conservadora. En política yo arriesgo y creo que se puede hacer política de otra forma
4406	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4407	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4408	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4409	Pueden ver a @hcapriles por @globovision
4410	@hcapriles esa sonrisa y ojos tan hermosos #NoQueMeEnamoro
4411	@hcapriles por Globovisión.
4412	Triple salto y sin malla!!!! @hcapriles si pudiera cambiarme a Miranda a votar por ti lo hiciera !!!!
4413	Siempre voy a arriesgar con un objetivo: servir a nuestro pueblo. Seguiré mostrando cómo se puede hacer política de otra forma, @hcapriles
4414	He construido desde Miranda un camino. Yo soy ahora gobernador y quiero seguir profundizando ese camino @hcapriles
4415	Lo que no podemos hacer nunca es rendirnos @hcapriles
4416	Lo que no podemos hacer nunca es rendirnos, @hcapriles
4417	#PJenVIVO Gob @HCapriles La nueva forma de hacer política es lo que hacemos en #Miranda: servir a los demás desinteresadamente
4418	@hcapriles en @globovision !! Ese tipo es un buen candidato a grandes responsabilidades, perdimos a un tremendo presidente!!
4419	Ok @hcapriles tiene una mirada demasiado sexy *.*
4420	Lo que no podemos hacer nunca es rendirnos @hcapriles
4421	@GerardoMoreno82 @hcapriles pero este pueblo no sabe de integridad! TRADUCELO.
4422	He construido desde Miranda un camino. Yo soy ahora gobernador y quiero seguir profundizando ese camino @hcapriles
